DropNo,X,Y,Diameter,Elongation,Circularity,Intensity,Plate,Well,Target,Field,XPos,YPos,Date        ,Time    ,ImageFile
16110,339.56,159.25,28.17,1.48,1.04,150.27,,,,,,,,,
16126,Transmission,,,,,,1,A1,1,10,59,51,12/8/22,1:47:14 PM,20221208_134714732_Printed_T1_F10_R51_C59_Trans__Run.png
16126,283.2,137.92,29.9,1.44,1.03,134.86,,,,,,,,,
16128,Transmission,,,,,,1,A1,1,10,23,57,12/8/22,1:47:16 PM,20221208_134716255_Printed_T1_F10_R57_C23_Trans__Run.png
16128,183.96,141.85,27.36,1.77,1.08,149.11,,,,,,,,,
16150,Transmission,,,,,,1,A1,1,10,41,57,12/8/22,1:47:19 PM,20221208_134719089_Printed_T1_F10_R57_C41_Trans__Run.png
16150,294.72,137.56,30.16,1.7,1.07,146.54,,,,,,,,,
16221,Transmission,,,,,,1,A1,1,10,59,57,12/8/22,1:47:25 PM,20221208_134725069_Printed_T1_F10_R57_C59_Trans__Run.png
16221,312.48,139.09,26.94,1.65,1.06,147.98,,,,,,,,,
16292,Transmission,,,,,,1,A1,1,11,5,9,12/8/22,1:47:31 PM,20221208_134731101_Printed_T1_F11_R9_C5_Trans__Run.png
16292,333.41,165.71,30.72,1.7,1.07,151.31,,,,,,,,,
16307,Transmission,,,,,,1,A1,1,11,23,9,12/8/22,1:47:33 PM,20221208_134733423_Printed_T1_F11_R9_C23_Trans__Run.png
16307,345.16,147.42,32.86,1.5,1.04,155.64,,,,,,,,,
16340,Transmission,,,,,,1,A1,1,11,41,9,12/8/22,1:47:36 PM,20221208_134736940_Printed_T1_F11_R9_C41_Trans__Run.png
16340,254.83,166.2,31.01,1.6,1.05,153.95,,,,,,,,,
16405,Transmission,,,,,,1,A1,1,11,59,9,12/8/22,1:47:42 PM,20221208_134742565_Printed_T1_F11_R9_C59_Trans__Run.png
16405,229.3,152.91,28.98,1.6,1.05,148.61,,,,,,,,,
16416,Transmission,,,,,,1,A1,1,11,5,27,12/8/22,1:47:44 PM,20221208_134744776_Printed_T1_F11_R27_C5_Trans__Run.png
16416,214.58,142.5,30.15,1.58,1.05,146.83,,,,,,,,,
16636,Transmission,,,,,,1,A1,1,11,23,27,12/8/22,1:48:00 PM,20221208_134800125_Printed_T1_F11_R27_C23_Trans__Run.png
16636,346.03,166.76,30.45,1.55,1.05,142.91,,,,,,,,,
16643,Transmission,,,,,,1,A1,1,11,41,27,12/8/22,1:48:01 PM,20221208_134801952_Printed_T1_F11_R27_C41_Trans__Run.png
16643,218.11,166.21,26.98,1.81,1.09,150.08,,,,,,,,,
16753,Transmission,,,,,,1,A1,1,11,59,27,12/8/22,1:48:10 PM,20221208_134810459_Printed_T1_F11_R27_C59_Trans__Run.png
16753,247.28,164.19,31.01,1.51,1.04,146.57,,,,,,,,,
16776,Transmission,,,,,,1,A1,1,11,5,33,12/8/22,1:48:13 PM,20221208_134813371_Printed_T1_F11_R33_C5_Trans__Run.png
16776,213.42,159.38,22.81,1.82,1.09,153.54,,,,,,,,,
16791,Transmission,,,,,,1,A1,1,11,23,33,12/8/22,1:48:15 PM,20221208_134815711_Printed_T1_F11_R33_C23_Trans__Run.png
16791,330.46,135.9,32.23,1.47,1.04,149.81,,,,,,,,,
16906,Transmission,,,,,,1,A1,1,11,41,33,12/8/22,1:48:24 PM,20221208_134824423_Printed_T1_F11_R33_C41_Trans__Run.png
16906,326.14,135.52,29.58,1.9,1.1,148.65,,,,,,,,,
16913,Transmission,,,,,,1,A1,1,11,59,33,12/8/22,1:48:26 PM,20221208_134826337_Printed_T1_F11_R33_C59_Trans__Run.png
16913,295.71,146.07,29.52,1.64,1.06,152.56,,,,,,,,,
16934,Transmission,,,,,,1,A1,1,11,5,51,12/8/22,1:48:29 PM,20221208_134829199_Printed_T1_F11_R51_C5_Trans__Run.png
16934,214.28,165.28,30.16,1.67,1.07,151.76,,,,,,,,,
17206,Transmission,,,,,,1,A1,1,11,23,51,12/8/22,1:48:47 PM,20221208_134847888_Printed_T1_F11_R51_C23_Trans__Run.png
17206,214.81,138.56,27.84,1.68,1.07,147.44,,,,,,,,,
17298,Transmission,,,,,,1,A1,1,11,41,51,12/8/22,1:48:55 PM,20221208_134855144_Printed_T1_F11_R51_C41_Trans__Run.png
17298,141.6,167.14,29.35,1.64,1.06,140.57,,,,,,,,,
17364,Transmission,,,,,,1,A1,1,11,59,51,12/8/22,1:49:00 PM,20221208_134900786_Printed_T1_F11_R51_C59_Trans__Run.png
17364,232.74,156.72,27.9,1.66,1.06,140.8,,,,,,,,,
17378,Transmission,,,,,,1,A1,1,11,5,57,12/8/22,1:49:03 PM,20221208_134903180_Printed_T1_F11_R57_C5_Trans__Run.png
17378,198.49,141.96,29.69,1.59,1.05,143.15,,,,,,,,,
17452,Transmission,,,,,,1,A1,1,11,23,57,12/8/22,1:49:09 PM,20221208_134909337_Printed_T1_F11_R57_C23_Trans__Run.png
17452,327.04,138.85,31.73,1.63,1.06,144.52,,,,,,,,,
17467,Transmission,,,,,,1,A1,1,11,41,57,12/8/22,1:49:11 PM,20221208_134911761_Printed_T1_F11_R57_C41_Trans__Run.png
17467,248.96,148.89,26.44,1.51,1.04,145.52,,,,,,,,,
17565,Transmission,,,,,,1,A1,1,11,59,57,12/8/22,1:49:19 PM,20221208_134919500_Printed_T1_F11_R57_C59_Trans__Run.png
17565,227.68,161.58,27.92,1.56,1.05,143.87,,,,,,,,,
17569,Transmission,,,,,,1,A1,1,12,5,9,12/8/22,1:49:21 PM,20221208_134921218_Printed_T1_F12_R9_C5_Trans__Run.png
17569,318.61,166.83,31.77,1.6,1.06,150.63,,,,,,,,,
17572,Transmission,,,,,,1,A1,1,12,23,9,12/8/22,1:49:22 PM,20221208_134922903_Printed_T1_F12_R9_C23_Trans__Run.png
17572,296.19,169.13,29.23,1.55,1.05,145.88,,,,,,,,,
17635,Transmission,,,,,,1,A1,1,12,41,9,12/8/22,1:49:28 PM,20221208_134928494_Printed_T1_F12_R9_C41_Trans__Run.png
17635,307.2,164.02,25.18,1.62,1.06,136.09,,,,,,,,,
17642,Transmission,,,,,,1,A1,1,12,5,27,12/8/22,1:49:30 PM,20221208_134930546_Printed_T1_F12_R27_C5_Trans__Run.png
17642,246.67,151.1,32.73,1.61,1.06,154.04,,,,,,,,,
17824,Transmission,,,,,,1,A1,1,12,23,27,12/8/22,1:49:43 PM,20221208_134943707_Printed_T1_F12_R27_C23_Trans__Run.png
17824,259.86,137.29,30.42,1.73,1.07,148.61,,,,,,,,,
17845,Transmission,,,,,,1,A1,1,12,41,27,12/8/22,1:49:46 PM,20221208_134946630_Printed_T1_F12_R27_C41_Trans__Run.png
17845,235.5,150.04,19.91,1.83,1.09,157.6,,,,,,,,,
17866,Transmission,,,,,,1,A1,1,12,5,33,12/8/22,1:49:49 PM,20221208_134949587_Printed_T1_F12_R33_C5_Trans__Run.png
17866,224.41,139.13,30.62,1.61,1.06,147.44,,,,,,,,,
17976,Transmission,,,,,,1,A1,1,12,23,33,12/8/22,1:49:58 PM,20221208_134958134_Printed_T1_F12_R33_C23_Trans__Run.png
17976,246.7,155.31,28.55,1.44,1.03,145.08,,,,,,,,,
17991,Transmission,,,,,,1,A1,1,12,41,33,12/8/22,1:50:00 PM,20221208_135000684_Printed_T1_F12_R33_C41_Trans__Run.png
17991,317.44,170.35,29.82,1.66,1.06,148.75,,,,,,,,,
18121,Transmission,,,,,,1,A1,1,12,5,51,12/8/22,1:50:10 PM,20221208_135010592_Printed_T1_F12_R51_C5_Trans__Run.png
18121,236.63,162.47,26.41,1.66,1.06,143.03,,,,,,,,,
18208,Transmission,,,,,,1,A1,1,12,23,51,12/8/22,1:50:17 PM,20221208_135017832_Printed_T1_F12_R51_C23_Trans__Run.png
18208,302.24,134.24,27.44,1.7,1.07,135.41,,,,,,,,,
18294,Transmission,,,,,,1,A1,1,12,41,51,12/8/22,1:50:34 PM,20221208_135034949_Printed_T1_F12_R51_C41_Trans__Run.png
18294,330.95,171.26,29.73,1.66,1.06,147.2,,,,,,,,,
18304,Transmission,,,,,,1,A1,1,12,5,57,12/8/22,1:50:37 PM,20221208_135037210_Printed_T1_F12_R57_C5_Trans__Run.png
18304,346.3,173.85,29.71,1.61,1.06,136.5,,,,,,,,,
18353,Transmission,,,,,,1,A1,1,12,23,57,12/8/22,1:50:41 PM,20221208_135041894_Printed_T1_F12_R57_C23_Trans__Run.png
18353,345.63,138.39,26.07,1.39,1.03,140.75,,,,,,,,,
18446,Transmission,,,,,,1,A1,1,12,41,57,12/8/22,1:50:49 PM,20221208_135049348_Printed_T1_F12_R57_C41_Trans__Run.png
18446,221.19,142.24,25.47,1.96,1.11,150.78,,,,,,,,,
18519,Transmission,,,,,,1,A1,1,14,5,9,12/8/22,1:50:55 PM,20221208_135055636_Printed_T1_F14_R9_C5_Trans__Run.png
18519,254.04,141.44,27.96,1.62,1.06,141.85,,,,,,,,,
18528,Transmission,,,,,,1,A1,1,14,23,9,12/8/22,1:50:57 PM,20221208_135057827_Printed_T1_F14_R9_C23_Trans__Run.png
18528,315.69,151.79,32.79,1.66,1.06,156.93,,,,,,,,,
18543,Transmission,,,,,,1,A1,1,14,41,9,12/8/22,1:51:00 PM,20221208_135100440_Printed_T1_F14_R9_C41_Trans__Run.png
18543,311.39,163.65,27.94,1.49,1.04,143.06,,,,,,,,,
18547,Transmission,,,,,,1,A1,1,14,59,9,12/8/22,1:51:02 PM,20221208_135102286_Printed_T1_F14_R9_C59_Trans__Run.png
18547,227.24,156.79,29.69,1.61,1.06,147.48,,,,,,,,,
18617,Transmission,,,,,,1,A1,1,14,5,27,12/8/22,1:51:08 PM,20221208_135108387_Printed_T1_F14_R27_C5_Trans__Run.png
18617,275.6,165.33,35.14,1.47,1.04,149.29,,,,,,,,,
18633,Transmission,,,,,,1,A1,1,14,23,27,12/8/22,1:51:11 PM,20221208_135111067_Printed_T1_F14_R27_C23_Trans__Run.png
18633,293.56,138.84,32.09,1.44,1.03,143.04,,,,,,,,,
18819,Transmission,,,,,,1,A1,1,14,41,27,12/8/22,1:51:24 PM,20221208_135124492_Printed_T1_F14_R27_C41_Trans__Run.png
18819,179.8,149.98,29.33,1.48,1.04,136.4,,,,,,,,,
18837,Transmission,,,,,,1,A1,1,14,59,27,12/8/22,1:51:27 PM,20221208_135127303_Printed_T1_F14_R27_C59_Trans__Run.png
18837,253.85,143.43,30.47,1.48,1.04,158.98,,,,,,,,,
18922,Transmission,,,,,,1,A1,1,14,5,33,12/8/22,1:51:34 PM,20221208_135134367_Printed_T1_F14_R33_C5_Trans__Run.png
18922,269.76,170.18,26.01,1.79,1.08,143.91,,,,,,,,,
19015,Transmission,,,,,,1,A1,1,14,23,33,12/8/22,1:51:41 PM,20221208_135141988_Printed_T1_F14_R33_C23_Trans__Run.png
19015,295.79,134.44,28.87,1.65,1.06,140.05,,,,,,,,,
19032,Transmission,,,,,,1,A1,1,14,41,33,12/8/22,1:51:44 PM,20221208_135144760_Printed_T1_F14_R33_C41_Trans__Run.png
19032,335.96,167.83,31.15,1.57,1.05,145.29,,,,,,,,,
19282,Transmission,,,,,,1,A1,1,14,59,33,12/8/22,1:52:02 PM,20221208_135202446_Printed_T1_F14_R33_C59_Trans__Run.png
19282,295.12,147.55,29.63,1.57,1.05,150.77,,,,,,,,,
19291,Transmission,,,,,,1,A1,1,14,5,51,12/8/22,1:52:04 PM,20221208_135204688_Printed_T1_F14_R51_C5_Trans__Run.png
19291,228.9,162.38,30.12,1.59,1.05,148.15,,,,,,,,,
19295,Transmission,,,,,,1,A1,1,14,23,51,12/8/22,1:52:06 PM,20221208_135206658_Printed_T1_F14_R51_C23_Trans__Run.png
19295,276.95,142.04,26.28,1.58,1.05,148.78,,,,,,,,,
19300,Transmission,,,,,,1,A1,1,14,41,51,12/8/22,1:52:08 PM,20221208_135208686_Printed_T1_F14_R51_C41_Trans__Run.png
19300,304.61,155.02,29.29,1.53,1.05,144.16,,,,,,,,,
19342,Transmission,,,,,,1,A1,1,14,59,51,12/8/22,1:52:13 PM,20221208_135213037_Printed_T1_F14_R51_C59_Trans__Run.png
19342,300.78,150.65,26.32,1.64,1.06,153.01,,,,,,,,,
19351,Transmission,,,,,,1,A1,1,14,5,57,12/8/22,1:52:15 PM,20221208_135215336_Printed_T1_F14_R57_C5_Trans__Run.png
19351,318.16,136.35,29.92,1.54,1.05,143.48,,,,,,,,,
19356,Transmission,,,,,,1,A1,1,14,23,57,12/8/22,1:52:17 PM,20221208_135217399_Printed_T1_F14_R57_C23_Trans__Run.png
19356,262.11,138.53,32.02,1.56,1.05,140.51,,,,,,,,,
19506,Transmission,,,,,,1,A1,1,14,41,57,12/8/22,1:52:28 PM,20221208_135228727_Printed_T1_F14_R57_C41_Trans__Run.png
19506,192.79,165.15,25.59,1.7,1.07,148.95,,,,,,,,,
19816,Transmission,,,,,,1,A1,1,14,59,57,12/8/22,1:52:50 PM,20221208_135250233_Printed_T1_F14_R57_C59_Trans__Run.png
19816,331.55,139.44,29.07,1.78,1.08,152.95,,,,,,,,,
19829,Transmission,,,,,,1,A1,1,15,5,9,12/8/22,1:52:52 PM,20221208_135252840_Printed_T1_F15_R9_C5_Trans__Run.png
19829,271.91,165.57,29.78,1.64,1.06,148.77,,,,,,,,,
19913,Transmission,,,,,,1,A1,1,15,23,9,12/8/22,1:52:59 PM,20221208_135259771_Printed_T1_F15_R9_C23_Trans__Run.png
19913,243.5,144.87,28.51,1.49,1.04,140.75,,,,,,,,,
19946,Transmission,,,,,,1,A1,1,15,41,9,12/8/22,1:53:03 PM,20221208_135303479_Printed_T1_F15_R9_C41_Trans__Run.png
19946,310.73,160.38,27.64,1.45,1.03,138.69,,,,,,,,,
20135,Transmission,,,,,,1,A1,1,15,5,27,12/8/22,1:53:17 PM,20221208_135317117_Printed_T1_F15_R27_C5_Trans__Run.png
20135,296.35,168.61,28.59,1.7,1.07,147.6,,,,,,,,,
20155,Transmission,,,,,,1,A1,1,15,23,27,12/8/22,1:53:20 PM,20221208_135320068_Printed_T1_F15_R27_C23_Trans__Run.png
20155,256.54,148.12,28.33,1.54,1.05,142.44,,,,,,,,,
20172,Transmission,,,,,,1,A1,1,15,41,27,12/8/22,1:53:22 PM,20221208_135322826_Printed_T1_F15_R27_C41_Trans__Run.png
20172,259.59,144.31,27.27,1.58,1.05,146.1,,,,,,,,,
20183,Transmission,,,,,,1,A1,1,15,59,27,12/8/22,1:53:25 PM,20221208_135325180_Printed_T1_F15_R27_C59_Trans__Run.png
20183,288.99,148.04,27.18,1.66,1.06,141.78,,,,,,,,,
20221,Transmission,,,,,,1,A1,1,15,5,33,12/8/22,1:53:29 PM,20221208_135329267_Printed_T1_F15_R33_C5_Trans__Run.png
20221,217.96,165.43,29.14,1.66,1.06,144.53,,,,,,,,,
20344,Transmission,,,,,,1,A1,1,15,41,33,12/8/22,1:53:38 PM,20221208_135338737_Printed_T1_F15_R33_C41_Trans__Run.png
20344,217.36,152.65,23.6,1.84,1.09,156.93,,,,,,,,,
20362,Transmission,,,,,,1,A1,1,15,59,33,12/8/22,1:53:41 PM,20221208_135341544_Printed_T1_F15_R33_C59_Trans__Run.png
20362,248.13,141.34,21.98,1.65,1.06,146.98,,,,,,,,,
20379,Transmission,,,,,,1,A1,1,15,5,51,12/8/22,1:53:44 PM,20221208_135344310_Printed_T1_F15_R51_C5_Trans__Run.png
20379,211.33,162.29,31.47,1.68,1.07,147.07,,,,,,,,,
20389,Transmission,,,,,,1,A1,1,15,23,51,12/8/22,1:53:46 PM,20221208_135346683_Printed_T1_F15_R51_C23_Trans__Run.png
20389,245.52,152.61,30.11,1.61,1.06,149.59,,,,,,,,,
20456,Transmission,,,,,,1,A1,1,15,41,51,12/8/22,1:53:52 PM,20221208_135352730_Printed_T1_F15_R51_C41_Trans__Run.png
20456,261.94,164.87,31.43,1.58,1.05,148.92,,,,,,,,,
20470,Transmission,,,,,,1,A1,1,15,59,51,12/8/22,1:53:55 PM,20221208_135355337_Printed_T1_F15_R51_C59_Trans__Run.png
20470,338.62,148.35,26.95,1.48,1.04,141.74,,,,,,,,,
20473,Transmission,,,,,,1,A1,1,15,5,57,12/8/22,1:53:57 PM,20221208_135357232_Printed_T1_F15_R57_C5_Trans__Run.png
20473,212.91,167.17,26.48,1.7,1.07,142.34,,,,,,,,,
20530,Transmission,,,,,,1,A1,1,15,23,57,12/8/22,1:54:02 PM,20221208_135402621_Printed_T1_F15_R57_C23_Trans__Run.png
20530,329.23,174.55,28.09,1.61,1.06,138.98,,,,,,,,,
20536,Transmission,,,,,,1,A1,1,15,41,57,12/8/22,1:54:04 PM,20221208_135404747_Printed_T1_F15_R57_C41_Trans__Run.png
20536,230.92,153.85,27.13,1.58,1.05,141.34,,,,,,,,,
20579,Transmission,,,,,,1,A1,1,15,59,57,12/8/22,1:54:09 PM,20221208_135409236_Printed_T1_F15_R57_C59_Trans__Run.png
20579,287.16,134.32,28.21,1.8,1.09,144.35,,,,,,,,,
20604,Transmission,,,,,,1,A1,1,16,5,9,12/8/22,1:54:12 PM,20221208_135412597_Printed_T1_F16_R9_C5_Trans__Run.png
20604,335.42,138.64,31.77,1.76,1.08,144.7,,,,,,,,,
20680,Transmission,,,,,,1,A1,1,16,23,9,12/8/22,1:54:19 PM,20221208_135419068_Printed_T1_F16_R9_C23_Trans__Run.png
20680,285.14,163,30.49,1.47,1.04,135.98,,,,,,,,,
20719,Transmission,,,,,,1,A1,1,16,41,9,12/8/22,1:54:23 PM,20221208_135423140_Printed_T1_F16_R9_C41_Trans__Run.png
20719,286.87,139.94,25.56,1.82,1.09,147.99,,,,,,,,,
20852,Transmission,,,,,,1,A1,1,16,5,27,12/8/22,1:54:33 PM,20221208_135433238_Printed_T1_F16_R27_C5_Trans__Run.png
20852,218.17,154.54,25.62,1.91,1.1,146.72,,,,,,,,,
20899,Transmission,,,,,,1,A1,1,16,23,27,12/8/22,1:54:37 PM,20221208_135437907_Printed_T1_F16_R27_C23_Trans__Run.png
20899,241.97,138.54,31.93,1.69,1.07,153.7,,,,,,,,,
20934,Transmission,,,,,,1,A1,1,16,41,27,12/8/22,1:54:41 PM,20221208_135441817_Printed_T1_F16_R27_C41_Trans__Run.png
20934,330.54,132.63,29.12,1.51,1.04,145.48,,,,,,,,,
20941,Transmission,,,,,,1,A1,1,16,5,33,12/8/22,1:54:43 PM,20221208_135443938_Printed_T1_F16_R33_C5_Trans__Run.png
20941,253.9,158.4,26.14,1.65,1.06,157.14,,,,,,,,,
20968,Transmission,,,,,,1,A1,1,16,23,33,12/8/22,1:54:47 PM,20221208_135447349_Printed_T1_F16_R33_C23_Trans__Run.png
20968,300.25,162.73,25.95,1.72,1.07,155.19,,,,,,,,,
20998,Transmission,,,,,,1,A1,1,16,41,33,12/8/22,1:54:50 PM,20221208_135450958_Printed_T1_F16_R33_C41_Trans__Run.png
20998,234.57,169.6,26.52,1.54,1.05,135.45,,,,,,,,,
21019,Transmission,,,,,,1,A1,1,16,5,51,12/8/22,1:54:53 PM,20221208_135453958_Printed_T1_F16_R51_C5_Trans__Run.png
21019,251.27,157.44,28.59,1.6,1.05,139.93,,,,,,,,,
21059,Transmission,,,,,,1,A1,1,16,23,51,12/8/22,1:54:58 PM,20221208_135458250_Printed_T1_F16_R51_C23_Trans__Run.png
21059,288.66,137.39,27.39,1.76,1.08,150.25,,,,,,,,,
21138,Transmission,,,,,,1,A1,1,16,41,51,12/8/22,1:55:05 PM,20221208_135505014_Printed_T1_F16_R51_C41_Trans__Run.png
21138,317.37,160.34,28.83,1.61,1.06,146.73,,,,,,,,,
21148,Transmission,,,,,,1,A1,1,16,5,57,12/8/22,1:55:07 PM,20221208_135507374_Printed_T1_F16_R57_C5_Trans__Run.png
21148,245.26,141.65,30.52,1.7,1.07,148.77,,,,,,,,,
21150,Transmission,,,,,,1,A1,1,16,23,57,12/8/22,1:55:09 PM,20221208_135509228_Printed_T1_F16_R57_C23_Trans__Run.png
21150,344.02,148.89,31.11,1.51,1.04,146.25,,,,,,,,,
21202,Transmission,,,,,,1,A1,1,16,41,57,12/8/22,1:55:14 PM,20221208_135514442_Printed_T1_F16_R57_C41_Trans__Run.png
21202,337.32,172.17,25.46,1.86,1.1,142.55,,,,,,,,,
21261,Transmission,,,,,,1,A1,1,1,23,9,12/8/22,1:55:19 PM,20221208_135519982_Printed_T1_F1_R9_C23_Trans__Run.png
21261,326.28,134.84,26.43,1.77,1.08,139.53,,,,,,,,,
21269,Transmission,,,,,,1,A1,1,1,41,9,12/8/22,1:55:21 PM,20221208_135521500_Printed_T1_F1_R9_C41_Trans__Run.png
21269,236.01,159.98,31.8,1.59,1.05,155.13,,,,,,,,,
21346,Transmission,,,,,,1,A1,1,1,59,9,12/8/22,1:55:27 PM,20221208_135527494_Printed_T1_F1_R9_C59_Trans__Run.png
21346,280.01,170.22,23.72,1.69,1.07,143.63,,,,,,,,,
21362,Transmission,,,,,,1,A1,1,1,23,27,12/8/22,1:55:29 PM,20221208_135529642_Printed_T1_F1_R27_C23_Trans__Run.png
21362,218.16,164.74,30.65,1.71,1.07,152.99,,,,,,,,,
21376,Transmission,,,,,,1,A1,1,1,41,27,12/8/22,1:55:31 PM,20221208_135531572_Printed_T1_F1_R27_C41_Trans__Run.png
21376,304.8,169.75,29.45,1.63,1.06,147.53,,,,,,,,,
21383,Transmission,,,,,,1,A1,1,1,59,27,12/8/22,1:55:33 PM,20221208_135533082_Printed_T1_F1_R27_C59_Trans__Run.png
21383,240.88,163.33,30.53,1.66,1.06,153.06,,,,,,,,,
21416,Transmission,,,,,,1,A1,1,1,23,33,12/8/22,1:55:36 PM,20221208_135536351_Printed_T1_F1_R33_C23_Trans__Run.png
21416,287.42,150.94,32.21,1.6,1.06,155.01,,,,,,,,,
21473,Transmission,,,,,,1,A1,1,1,41,33,12/8/22,1:55:41 PM,20221208_135541035_Printed_T1_F1_R33_C41_Trans__Run.png
21473,192.72,166.37,26.35,1.73,1.07,140.4,,,,,,,,,
21496,Transmission,,,,,,1,A1,1,1,59,33,12/8/22,1:55:43 PM,20221208_135543557_Printed_T1_F1_R33_C59_Trans__Run.png
21496,195.63,151,31.34,1.65,1.06,150.07,,,,,,,,,
21564,Transmission,,,,,,1,A1,1,1,23,51,12/8/22,1:55:49 PM,20221208_135549015_Printed_T1_F1_R51_C23_Trans__Run.png
21564,247.25,148.29,31.86,1.5,1.04,147.19,,,,,,,,,
21569,Transmission,,,,,,1,A1,1,1,41,51,12/8/22,1:55:50 PM,20221208_135550343_Printed_T1_F1_R51_C41_Trans__Run.png
21569,251.42,152.94,25.73,1.62,1.06,139.22,,,,,,,,,
21626,Transmission,,,,,,1,A1,1,1,59,51,12/8/22,1:55:55 PM,20221208_135555007_Printed_T1_F1_R51_C59_Trans__Run.png
21626,349.47,151.88,26.99,1.58,1.05,138.69,,,,,,,,,
21696,Transmission,,,,,,1,A1,1,1,23,57,12/8/22,1:56:00 PM,20221208_135600633_Printed_T1_F1_R57_C23_Trans__Run.png
21696,303.98,171.44,30.8,1.53,1.05,140.97,,,,,,,,,
21817,Transmission,,,,,,1,A1,1,1,41,57,12/8/22,1:56:09 PM,20221208_135609477_Printed_T1_F1_R57_C41_Trans__Run.png
21817,278.44,149.37,27.69,1.65,1.06,142.76,,,,,,,,,
21830,Transmission,,,,,,1,A1,1,1,59,57,12/8/22,1:56:11 PM,20221208_135611373_Printed_T1_F1_R57_C59_Trans__Run.png
21830,204.48,150.97,29.65,1.59,1.05,151.23,,,,,,,,,
21925,Transmission,,,,,,1,A1,1,5,23,9,12/8/22,1:56:18 PM,20221208_135618613_Printed_T1_F5_R9_C23_Trans__Run.png
21925,198.92,140.52,29.17,1.52,1.04,142.89,,,,,,,,,
21965,Transmission,,,,,,1,A1,1,5,41,9,12/8/22,1:56:22 PM,20221208_135622198_Printed_T1_F5_R9_C41_Trans__Run.png
21965,341.35,132.91,28.74,1.61,1.06,138.08,,,,,,,,,
21975,Transmission,,,,,,1,A1,1,5,59,9,12/8/22,1:56:23 PM,20221208_135623914_Printed_T1_F5_R9_C59_Trans__Run.png
21975,233.93,154.94,27.15,1.63,1.06,151.32,,,,,,,,,
22044,Transmission,,,,,,1,A1,1,5,23,27,12/8/22,1:56:29 PM,20221208_135629463_Printed_T1_F5_R27_C23_Trans__Run.png
22044,238.72,170.25,29.34,1.64,1.06,144.73,,,,,,,,,
22050,Transmission,,,,,,1,A1,1,5,41,27,12/8/22,1:56:30 PM,20221208_135630851_Printed_T1_F5_R27_C41_Trans__Run.png
22050,201.81,166.16,26.03,1.71,1.07,148.21,,,,,,,,,
22309,Transmission,,,,,,1,A1,1,5,59,27,12/8/22,1:56:48 PM,20221208_135648505_Printed_T1_F5_R27_C59_Trans__Run.png
22309,310.02,168.63,30.36,1.62,1.06,145.21,,,,,,,,,
22339,Transmission,,,,,,1,A1,1,5,23,33,12/8/22,1:56:51 PM,20221208_135651576_Printed_T1_F5_R33_C23_Trans__Run.png
22339,345.44,144.12,30.83,1.65,1.06,153.25,,,,,,,,,
22347,Transmission,,,,,,1,A1,1,5,41,33,12/8/22,1:56:53 PM,20221208_135653112_Printed_T1_F5_R33_C41_Trans__Run.png
22347,179,166.06,29.09,1.67,1.07,144.48,,,,,,,,,
22377,Transmission,,,,,,1,A1,1,5,59,33,12/8/22,1:56:56 PM,20221208_135656124_Printed_T1_F5_R33_C59_Trans__Run.png
22377,195.67,162.28,24.46,1.97,1.11,154.13,,,,,,,,,
22466,Transmission,,,,,,1,A1,1,5,23,51,12/8/22,1:57:02 PM,20221208_135702951_Printed_T1_F5_R51_C23_Trans__Run.png
22466,222.74,161,30.14,1.57,1.05,142.59,,,,,,,,,
22492,Transmission,,,,,,1,A1,1,5,41,51,12/8/22,1:57:05 PM,20221208_135705700_Printed_T1_F5_R51_C41_Trans__Run.png
22492,304.41,149.59,32.6,1.71,1.07,157.3,,,,,,,,,
22508,Transmission,,,,,,1,A1,1,5,59,51,12/8/22,1:57:07 PM,20221208_135707849_Printed_T1_F5_R51_C59_Trans__Run.png
22508,276.91,145.89,23.59,1.82,1.09,147.76,,,,,,,,,
22519,Transmission,,,,,,1,A1,1,5,23,57,12/8/22,1:57:09 PM,20221208_135709690_Printed_T1_F5_R57_C23_Trans__Run.png
22519,198.32,155.52,25.18,1.63,1.06,144.07,,,,,,,,,
22579,Transmission,,,,,,1,A1,1,5,41,57,12/8/22,1:57:14 PM,20221208_135714677_Printed_T1_F5_R57_C41_Trans__Run.png
22579,222.49,152.15,30.58,1.63,1.06,152.74,,,,,,,,,
22616,Transmission,,,,,,1,A1,1,5,59,57,12/8/22,1:57:18 PM,20221208_135718194_Printed_T1_F5_R57_C59_Trans__Run.png
22616,234.48,162.4,30.11,1.54,1.05,150.43,,,,,,,,,
22794,Transmission,,,,,,1,A1,1,9,23,9,12/8/22,1:57:30 PM,20221208_135730775_Printed_T1_F9_R9_C23_Trans__Run.png
22794,228.93,160.88,27.43,1.8,1.09,152.3,,,,,,,,,
22807,Transmission,,,,,,1,A1,1,9,41,9,12/8/22,1:57:32 PM,20221208_135732886_Printed_T1_F9_R9_C41_Trans__Run.png
22807,202.39,170.11,25.75,1.84,1.09,147.42,,,,,,,,,
22813,Transmission,,,,,,1,A1,1,9,59,9,12/8/22,1:57:34 PM,20221208_135734547_Printed_T1_F9_R9_C59_Trans__Run.png
22813,247.47,145.17,31.58,1.55,1.05,154.53,,,,,,,,,
22848,Transmission,,,,,,1,A1,1,9,23,27,12/8/22,1:57:38 PM,20221208_135738103_Printed_T1_F9_R27_C23_Trans__Run.png
22848,338.01,172.79,29.16,1.49,1.04,144.19,,,,,,,,,
