DropNo,X,Y,Diameter,Elongation,Circularity,Intensity,Plate,Well,Target,Field,XPos,YPos,Date        ,Time    ,ImageFile
5844,Transmission,,,,,,1,A1,1,11,55,33,12/8/22,12:06:00 PM,20221208_120600395_Printed_T1_F11_R33_C55_Trans__Run.png
5844,223.99,150.21,27.66,1.69,1.07,151.19,,,,,,,,,
5860,Transmission,,,,,,1,A1,1,11,1,39,12/8/22,12:06:02 PM,20221208_120602900_Printed_T1_F11_R39_C1_Trans__Run.png
5860,228.69,155.74,27.19,1.54,1.05,144.89,,,,,,,,,
5865,Transmission,,,,,,1,A1,1,11,19,39,12/8/22,12:06:04 PM,20221208_120604575_Printed_T1_F11_R39_C19_Trans__Run.png
5865,270.22,126.86,19.8,1.66,1.06,136.16,,,,,,,,,
5881,Transmission,,,,,,1,A1,1,11,37,39,12/8/22,12:06:07 PM,20221208_120607003_Printed_T1_F11_R39_C37_Trans__Run.png
5881,307.82,133.72,28.27,1.62,1.06,148.54,,,,,,,,,
5983,Transmission,,,,,,1,A1,1,11,55,39,12/8/22,12:06:14 PM,20221208_120614940_Printed_T1_F11_R39_C55_Trans__Run.png
5983,216.57,150.57,27.11,1.57,1.05,145.05,,,,,,,,,
6040,Transmission,,,,,,1,A1,1,11,1,57,12/8/22,12:06:20 PM,20221208_120620007_Printed_T1_F11_R57_C1_Trans__Run.png
6040,349.2,175.31,23.58,1.73,1.07,153.07,,,,,,,,,
6046,Transmission,,,,,,1,A1,1,11,19,57,12/8/22,12:06:21 PM,20221208_120621836_Printed_T1_F11_R57_C19_Trans__Run.png
6046,258.24,138.53,29.86,1.75,1.08,149.86,,,,,,,,,
6078,Transmission,,,,,,1,A1,1,11,37,57,12/8/22,12:06:25 PM,20221208_120625317_Printed_T1_F11_R57_C37_Trans__Run.png
6078,258.05,153.95,23.33,1.48,1.04,135.01,,,,,,,,,
6093,Transmission,,,,,,1,A1,1,11,55,57,12/8/22,12:06:27 PM,20221208_120627782_Printed_T1_F11_R57_C55_Trans__Run.png
6093,218.73,156.84,25.01,1.71,1.07,149.6,,,,,,,,,
6115,Transmission,,,,,,1,A1,1,12,1,9,12/8/22,12:06:30 PM,20221208_120630667_Printed_T1_F12_R9_C1_Trans__Run.png
6115,197.08,152.41,24.63,1.68,1.07,161.14,,,,,,,,,
6153,Transmission,,,,,,1,A1,1,12,19,9,12/8/22,12:06:34 PM,20221208_120634612_Printed_T1_F12_R9_C19_Trans__Run.png
6153,178.21,166.83,24.26,1.68,1.07,146.09,,,,,,,,,
6157,Transmission,,,,,,1,A1,1,12,37,9,12/8/22,12:06:36 PM,20221208_120636425_Printed_T1_F12_R9_C37_Trans__Run.png
6157,279.73,137.96,21.95,1.78,1.08,146.59,,,,,,,,,
6215,Transmission,,,,,,1,A1,1,12,1,15,12/8/22,12:06:41 PM,20221208_120641738_Printed_T1_F12_R15_C1_Trans__Run.png
6215,234.67,140.39,28.96,1.63,1.06,143.29,,,,,,,,,
6304,Transmission,,,,,,1,A1,1,12,19,15,12/8/22,12:06:48 PM,20221208_120648960_Printed_T1_F12_R15_C19_Trans__Run.png
6304,199.66,141.56,25.28,1.41,1.03,137.5,,,,,,,,,
6316,Transmission,,,,,,1,A1,1,12,37,15,12/8/22,12:06:51 PM,20221208_120651307_Printed_T1_F12_R15_C37_Trans__Run.png
6316,303.18,141.11,22.86,1.97,1.11,156.26,,,,,,,,,
6329,Transmission,,,,,,1,A1,1,12,1,33,12/8/22,12:06:53 PM,20221208_120653778_Printed_T1_F12_R33_C1_Trans__Run.png
6329,209.07,156.51,23.41,1.78,1.08,132.07,,,,,,,,,
6342,Transmission,,,,,,1,A1,1,12,19,33,12/8/22,12:06:56 PM,20221208_120656093_Printed_T1_F12_R33_C19_Trans__Run.png
6342,267.39,133.12,27.56,1.64,1.06,133.93,,,,,,,,,
6424,Transmission,,,,,,1,A1,1,12,37,33,12/8/22,12:07:02 PM,20221208_120702886_Printed_T1_F12_R33_C37_Trans__Run.png
6424,230.57,153.91,25.42,1.71,1.07,143.79,,,,,,,,,
6437,Transmission,,,,,,1,A1,1,12,1,39,12/8/22,12:07:05 PM,20221208_120705342_Printed_T1_F12_R39_C1_Trans__Run.png
6437,256.62,140.94,24.14,1.79,1.08,151.07,,,,,,,,,
6469,Transmission,,,,,,1,A1,1,12,19,39,12/8/22,12:07:08 PM,20221208_120708869_Printed_T1_F12_R39_C19_Trans__Run.png
6469,296.31,141.48,20.69,1.88,1.1,144.63,,,,,,,,,
6480,Transmission,,,,,,1,A1,1,12,37,39,12/8/22,12:07:23 PM,20221208_120723723_Printed_T1_F12_R39_C37_Trans__Run.png
6480,274.07,172.81,25.17,1.74,1.08,142.53,,,,,,,,,
6525,Transmission,,,,,,1,A1,1,12,1,57,12/8/22,12:07:28 PM,20221208_120728177_Printed_T1_F12_R57_C1_Trans__Run.png
6525,269.77,162.05,22.25,1.9,1.1,151.68,,,,,,,,,
6534,Transmission,,,,,,1,A1,1,12,19,57,12/8/22,12:07:30 PM,20221208_120730283_Printed_T1_F12_R57_C19_Trans__Run.png
6534,217.3,160.32,25.55,1.47,1.04,133.86,,,,,,,,,
6576,Transmission,,,,,,1,A1,1,12,37,57,12/8/22,12:07:34 PM,20221208_120734544_Printed_T1_F12_R57_C37_Trans__Run.png
6576,243.83,161.24,31.98,1.55,1.05,149.22,,,,,,,,,
6587,Transmission,,,,,,1,A1,1,14,1,9,12/8/22,12:07:36 PM,20221208_120736880_Printed_T1_F14_R9_C1_Trans__Run.png
6587,248.37,152.39,24.69,1.67,1.07,151.01,,,,,,,,,
6590,Transmission,,,,,,1,A1,1,14,19,9,12/8/22,12:07:38 PM,20221208_120738648_Printed_T1_F14_R9_C19_Trans__Run.png
6590,227.31,149.37,25.05,1.53,1.05,139.77,,,,,,,,,
6597,Transmission,,,,,,1,A1,1,14,37,9,12/8/22,12:07:40 PM,20221208_120740696_Printed_T1_F14_R9_C37_Trans__Run.png
6597,203.66,155.03,24.87,1.49,1.04,141.16,,,,,,,,,
6633,Transmission,,,,,,1,A1,1,14,55,9,12/8/22,12:07:44 PM,20221208_120744646_Printed_T1_F14_R9_C55_Trans__Run.png
6633,295.57,159.29,30.44,1.5,1.04,145.11,,,,,,,,,
6645,Transmission,,,,,,1,A1,1,14,1,15,12/8/22,12:07:47 PM,20221208_120747010_Printed_T1_F14_R15_C1_Trans__Run.png
6645,289.96,156.85,25.48,1.54,1.05,142.31,,,,,,,,,
6661,Transmission,,,,,,1,A1,1,14,19,15,12/8/22,12:07:49 PM,20221208_120749700_Printed_T1_F14_R15_C19_Trans__Run.png
6661,263.02,149.54,28.61,1.42,1.03,141.98,,,,,,,,,
6724,Transmission,,,,,,1,A1,1,14,37,15,12/8/22,12:07:55 PM,20221208_120755412_Printed_T1_F14_R15_C37_Trans__Run.png
6724,209.8,162.43,25.36,1.74,1.08,149.6,,,,,,,,,
6812,Transmission,,,,,,1,A1,1,14,55,15,12/8/22,12:08:02 PM,20221208_120802722_Printed_T1_F14_R15_C55_Trans__Run.png
6812,205.08,159.49,23.19,1.73,1.07,151.25,,,,,,,,,
6837,Transmission,,,,,,1,A1,1,14,1,33,12/8/22,12:08:05 PM,20221208_120805928_Printed_T1_F14_R33_C1_Trans__Run.png
6837,278.83,146.53,32,1.65,1.06,152.94,,,,,,,,,
7015,Transmission,,,,,,1,A1,1,14,19,33,12/8/22,12:08:19 PM,20221208_120819106_Printed_T1_F14_R33_C19_Trans__Run.png
7015,240.29,166.94,25.85,1.68,1.07,151.44,,,,,,,,,
7064,Transmission,,,,,,1,A1,1,14,37,33,12/8/22,12:08:23 PM,20221208_120823940_Printed_T1_F14_R33_C37_Trans__Run.png
7064,231.04,161.07,25.68,1.78,1.08,156.69,,,,,,,,,
7095,Transmission,,,,,,1,A1,1,14,55,33,12/8/22,12:08:34 PM,20221208_120834833_Printed_T1_F14_R33_C55_Trans__Run.png
7095,224.92,164.97,24.06,1.64,1.06,152.8,,,,,,,,,
7104,Transmission,,,,,,1,A1,1,14,1,39,12/8/22,12:08:37 PM,20221208_120837087_Printed_T1_F14_R39_C1_Trans__Run.png
7104,308.71,153.2,23.37,1.6,1.06,138.37,,,,,,,,,
7110,Transmission,,,,,,1,A1,1,14,19,39,12/8/22,12:08:39 PM,20221208_120839144_Printed_T1_F14_R39_C19_Trans__Run.png
7110,205.73,153.26,25.19,1.71,1.07,142.47,,,,,,,,,
7146,Transmission,,,,,,1,A1,1,14,37,39,12/8/22,12:08:43 PM,20221208_120843219_Printed_T1_F14_R39_C37_Trans__Run.png
7146,288.1,150.63,26.95,1.64,1.06,141.72,,,,,,,,,
7337,Transmission,,,,,,1,A1,1,14,55,39,12/8/22,12:08:57 PM,20221208_120857140_Printed_T1_F14_R39_C55_Trans__Run.png
7337,244,143.62,23.44,1.87,1.1,158.64,,,,,,,,,
7359,Transmission,,,,,,1,A1,1,14,1,57,12/8/22,12:09:00 PM,20221208_120900255_Printed_T1_F14_R57_C1_Trans__Run.png
7359,283.38,174.13,25.6,1.56,1.05,139.96,,,,,,,,,
7374,Transmission,,,,,,1,A1,1,14,19,57,12/8/22,12:09:02 PM,20221208_120902967_Printed_T1_F14_R57_C19_Trans__Run.png
7374,164.87,158.93,23.71,1.45,1.03,135.25,,,,,,,,,
7379,Transmission,,,,,,1,A1,1,14,37,57,12/8/22,12:09:05 PM,20221208_120905018_Printed_T1_F14_R57_C37_Trans__Run.png
7379,285.85,150.75,24.57,1.76,1.08,151.36,,,,,,,,,
7396,Transmission,,,,,,1,A1,1,14,55,57,12/8/22,12:09:07 PM,20221208_120907858_Printed_T1_F14_R57_C55_Trans__Run.png
7396,198.8,135.66,26.48,1.61,1.06,134.7,,,,,,,,,
7411,Transmission,,,,,,1,A1,1,15,1,9,12/8/22,12:09:10 PM,20221208_120910584_Printed_T1_F15_R9_C1_Trans__Run.png
7411,214.17,156.09,25.11,1.76,1.08,150.2,,,,,,,,,
7440,Transmission,,,,,,1,A1,1,15,19,9,12/8/22,12:09:14 PM,20221208_120914036_Printed_T1_F15_R9_C19_Trans__Run.png
7440,324.99,172.59,23.5,1.85,1.09,146.76,,,,,,,,,
7457,Transmission,,,,,,1,A1,1,15,37,9,12/8/22,12:09:16 PM,20221208_120916741_Printed_T1_F15_R9_C37_Trans__Run.png
7457,345.61,148.81,26.96,1.39,1.03,134.45,,,,,,,,,
7505,Transmission,,,,,,1,A1,1,15,55,9,12/8/22,12:09:21 PM,20221208_120921439_Printed_T1_F15_R9_C55_Trans__Run.png
7505,199.72,138.92,23.71,1.78,1.08,144.3,,,,,,,,,
7581,Transmission,,,,,,1,A1,1,15,1,15,12/8/22,12:09:27 PM,20221208_120927878_Printed_T1_F15_R15_C1_Trans__Run.png
7581,254.86,157.07,23.06,1.73,1.07,153.01,,,,,,,,,
7614,Transmission,,,,,,1,A1,1,15,19,15,12/8/22,12:09:31 PM,20221208_120931591_Printed_T1_F15_R15_C19_Trans__Run.png
7614,306.74,153.33,24.95,1.68,1.07,146.95,,,,,,,,,
7623,Transmission,,,,,,1,A1,1,15,37,15,12/8/22,12:09:33 PM,20221208_120933761_Printed_T1_F15_R15_C37_Trans__Run.png
7623,178.37,148.26,23.86,1.87,1.1,148.48,,,,,,,,,
7655,Transmission,,,,,,1,A1,1,15,1,33,12/8/22,12:09:37 PM,20221208_120937429_Printed_T1_F15_R33_C1_Trans__Run.png
7655,234.69,139.17,25.04,1.78,1.08,137.38,,,,,,,,,
7677,Transmission,,,,,,1,A1,1,15,19,33,12/8/22,12:09:40 PM,20221208_120940507_Printed_T1_F15_R33_C19_Trans__Run.png
7677,278.01,133.43,24.29,1.96,1.11,143.01,,,,,,,,,
7701,Transmission,,,,,,1,A1,1,15,37,33,12/8/22,12:09:43 PM,20221208_120943709_Printed_T1_F15_R33_C37_Trans__Run.png
7701,278.21,166.02,30.48,1.65,1.06,150.43,,,,,,,,,
7775,Transmission,,,,,,1,A1,1,15,55,33,12/8/22,12:09:50 PM,20221208_120950095_Printed_T1_F15_R33_C55_Trans__Run.png
7775,298.16,165.35,24.19,1.98,1.11,157.79,,,,,,,,,
7778,Transmission,,,,,,1,A1,1,15,19,39,12/8/22,12:09:51 PM,20221208_120951922_Printed_T1_F15_R39_C19_Trans__Run.png
7778,316.13,158.68,25.37,1.58,1.05,150.86,,,,,,,,,
7787,Transmission,,,,,,1,A1,1,15,37,39,12/8/22,12:09:54 PM,20221208_120954220_Printed_T1_F15_R39_C37_Trans__Run.png
7787,260.36,151.44,22.75,1.78,1.08,143.73,,,,,,,,,
7796,Transmission,,,,,,1,A1,1,15,55,39,12/8/22,12:09:56 PM,20221208_120956494_Printed_T1_F15_R39_C55_Trans__Run.png
7796,256.72,158.07,22.34,1.88,1.1,159.39,,,,,,,,,
7835,Transmission,,,,,,1,A1,1,15,1,57,12/8/22,12:10:00 PM,20221208_121000726_Printed_T1_F15_R57_C1_Trans__Run.png
7835,327.63,167.51,28.48,1.66,1.06,146.66,,,,,,,,,
7915,Transmission,,,,,,1,A1,1,15,19,57,12/8/22,12:10:07 PM,20221208_121007563_Printed_T1_F15_R57_C19_Trans__Run.png
7915,317.74,127.57,20.12,1.84,1.09,144.73,,,,,,,,,
7935,Transmission,,,,,,1,A1,1,15,37,57,12/8/22,12:10:10 PM,20221208_121010580_Printed_T1_F15_R57_C37_Trans__Run.png
7935,346.55,135.35,21.25,1.67,1.07,140.06,,,,,,,,,
7984,Transmission,,,,,,1,A1,1,15,55,57,12/8/22,12:10:15 PM,20221208_121015519_Printed_T1_F15_R57_C55_Trans__Run.png
7984,310.71,167.46,23.62,1.81,1.09,150.98,,,,,,,,,
8028,Transmission,,,,,,1,A1,1,16,1,9,12/8/22,12:10:20 PM,20221208_121020097_Printed_T1_F16_R9_C1_Trans__Run.png
8028,257.23,147.31,21.35,1.7,1.07,140.42,,,,,,,,,
8121,Transmission,,,,,,1,A1,1,16,19,9,12/8/22,12:10:27 PM,20221208_121027632_Printed_T1_F16_R9_C19_Trans__Run.png
8121,230.26,147.95,27.18,1.7,1.07,155.39,,,,,,,,,
8200,Transmission,,,,,,1,A1,1,16,37,9,12/8/22,12:10:34 PM,20221208_121034258_Printed_T1_F16_R9_C37_Trans__Run.png
8200,197.02,151.74,25.11,1.59,1.05,140.17,,,,,,,,,
8207,Transmission,,,,,,1,A1,1,16,1,15,12/8/22,12:10:36 PM,20221208_121036305_Printed_T1_F16_R15_C1_Trans__Run.png
8207,296.52,128.59,26.03,1.5,1.04,140.59,,,,,,,,,
8240,Transmission,,,,,,1,A1,1,16,19,15,12/8/22,12:10:40 PM,20221208_121040059_Printed_T1_F16_R15_C19_Trans__Run.png
8240,258.78,147.33,19.34,1.91,1.1,150.77,,,,,,,,,
8242,Transmission,,,,,,1,A1,1,16,37,15,12/8/22,12:10:41 PM,20221208_121041796_Printed_T1_F16_R15_C37_Trans__Run.png
8242,271.33,153.73,21.55,1.68,1.07,143.04,,,,,,,,,
8254,Transmission,,,,,,1,A1,1,16,1,33,12/8/22,12:10:44 PM,20221208_121044168_Printed_T1_F16_R33_C1_Trans__Run.png
8254,291.44,172.28,21.24,1.65,1.06,153.59,,,,,,,,,
8286,Transmission,,,,,,1,A1,1,16,19,33,12/8/22,12:10:47 PM,20221208_121047889_Printed_T1_F16_R33_C19_Trans__Run.png
8286,215.74,150.89,26.15,1.65,1.06,140.09,,,,,,,,,
8311,Transmission,,,,,,1,A1,1,16,37,33,12/8/22,12:10:51 PM,20221208_121051129_Printed_T1_F16_R33_C37_Trans__Run.png
8311,254.56,151.58,25.8,1.76,1.08,149.17,,,,,,,,,
8367,Transmission,,,,,,1,A1,1,16,1,39,12/8/22,12:10:56 PM,20221208_121056387_Printed_T1_F16_R39_C1_Trans__Run.png
8367,289,158.38,22.96,1.75,1.08,141.57,,,,,,,,,
8414,Transmission,,,,,,1,A1,1,16,19,39,12/8/22,12:11:01 PM,20221208_121101064_Printed_T1_F16_R39_C19_Trans__Run.png
8414,265.75,165.73,26.45,1.57,1.05,137.08,,,,,,,,,
8424,Transmission,,,,,,1,A1,1,16,37,39,12/8/22,12:11:03 PM,20221208_121103399_Printed_T1_F16_R39_C37_Trans__Run.png
8424,194.84,157.49,27.06,1.67,1.07,153.01,,,,,,,,,
8450,Transmission,,,,,,1,A1,1,16,1,57,12/8/22,12:11:06 PM,20221208_121106742_Printed_T1_F16_R57_C1_Trans__Run.png
8450,278.29,170.14,25.38,1.59,1.05,139.09,,,,,,,,,
8494,Transmission,,,,,,1,A1,1,16,19,57,12/8/22,12:11:11 PM,20221208_121111310_Printed_T1_F16_R57_C19_Trans__Run.png
8494,197.59,147.52,23.95,1.44,1.03,131.93,,,,,,,,,
8507,Transmission,,,,,,1,A1,1,16,37,57,12/8/22,12:11:13 PM,20221208_121113883_Printed_T1_F16_R57_C37_Trans__Run.png
8507,308.57,174.51,25.26,1.72,1.07,144.8,,,,,,,,,
8519,Transmission,,,,,,1,A1,1,1,19,9,12/8/22,12:11:16 PM,20221208_121116450_Printed_T1_F1_R9_C19_Trans__Run.png
8519,225.98,153.07,26.55,1.63,1.06,141.67,,,,,,,,,
8580,Transmission,,,,,,1,A1,1,1,37,9,12/8/22,12:11:21 PM,20221208_121121318_Printed_T1_F1_R9_C37_Trans__Run.png
8580,281.77,149.94,26.32,1.69,1.07,147.46,,,,,,,,,
8628,Transmission,,,,,,1,A1,1,1,55,9,12/8/22,12:11:25 PM,20221208_121125399_Printed_T1_F1_R9_C55_Trans__Run.png
8628,220.3,136.62,21.88,1.93,1.11,144.73,,,,,,,,,
8719,Transmission,,,,,,1,A1,1,1,19,15,12/8/22,12:11:32 PM,20221208_121132478_Printed_T1_F1_R15_C19_Trans__Run.png
8719,213.17,157.31,25.43,1.75,1.08,151.33,,,,,,,,,
8728,Transmission,,,,,,1,A1,1,1,55,15,12/8/22,12:11:34 PM,20221208_121134049_Printed_T1_F1_R15_C55_Trans__Run.png
8728,246.23,165.34,25.06,1.85,1.09,155.11,,,,,,,,,
8749,Transmission,,,,,,1,A1,1,1,19,33,12/8/22,12:11:36 PM,20221208_121136483_Printed_T1_F1_R33_C19_Trans__Run.png
8749,243.98,148.39,28.38,1.5,1.04,151.82,,,,,,,,,
8800,Transmission,,,,,,1,A1,1,1,37,33,12/8/22,12:11:40 PM,20221208_121140736_Printed_T1_F1_R33_C37_Trans__Run.png
8800,228.64,159.54,24.84,1.67,1.07,147.49,,,,,,,,,
8809,Transmission,,,,,,1,A1,1,1,55,33,12/8/22,12:11:42 PM,20221208_121142362_Printed_T1_F1_R33_C55_Trans__Run.png
8809,339.63,133.52,32.3,1.77,1.08,148.04,,,,,,,,,
8829,Transmission,,,,,,1,A1,1,1,19,39,12/8/22,12:11:44 PM,20221208_121144750_Printed_T1_F1_R39_C19_Trans__Run.png
8829,202.16,164.77,26.67,1.58,1.05,144.61,,,,,,,,,
8835,Transmission,,,,,,1,A1,1,1,55,39,12/8/22,12:11:46 PM,20221208_121146125_Printed_T1_F1_R39_C55_Trans__Run.png
8835,319.27,162.29,28.31,1.82,1.09,144.88,,,,,,,,,
8853,Transmission,,,,,,1,A1,1,1,19,57,12/8/22,12:11:48 PM,20221208_121148377_Printed_T1_F1_R57_C19_Trans__Run.png
8853,240.6,162.87,25.89,1.68,1.07,147.56,,,,,,,,,
8898,Transmission,,,,,,1,A1,1,1,37,57,12/8/22,12:11:52 PM,20221208_121152303_Printed_T1_F1_R57_C37_Trans__Run.png
8898,259.33,155.75,26.48,1.59,1.05,141.47,,,,,,,,,
8932,Transmission,,,,,,1,A1,1,1,55,57,12/8/22,12:11:55 PM,20221208_121155544_Printed_T1_F1_R57_C55_Trans__Run.png
8932,259.34,154.01,27.14,1.61,1.06,150.77,,,,,,,,,
8956,Transmission,,,,,,1,A1,1,4,19,9,12/8/22,12:11:58 PM,20221208_121158191_Printed_T1_F4_R9_C19_Trans__Run.png
8956,259.7,163.03,23.38,1.64,1.06,152.14,,,,,,,,,
8965,Transmission,,,,,,1,A1,1,4,37,9,12/8/22,12:12:00 PM,20221208_121200326_Printed_T1_F4_R9_C37_Trans__Run.png
8965,297.1,169.41,26.02,1.74,1.08,150.1,,,,,,,,,
9133,Transmission,,,,,,1,A1,1,4,1,15,12/8/22,12:12:12 PM,20221208_121212664_Printed_T1_F4_R15_C1_Trans__Run.png
9133,321.96,144.06,23.9,1.84,1.09,152.28,,,,,,,,,
9141,Transmission,,,,,,1,A1,1,4,19,15,12/8/22,12:12:14 PM,20221208_121214679_Printed_T1_F4_R15_C19_Trans__Run.png
9141,270.47,165.02,26.62,1.66,1.06,146.43,,,,,,,,,
9172,Transmission,,,,,,1,A1,1,4,37,15,12/8/22,12:12:18 PM,20221208_121218254_Printed_T1_F4_R15_C37_Trans__Run.png
9172,269.67,165.57,27.38,1.75,1.08,142.52,,,,,,,,,
9174,Transmission,,,,,,1,A1,1,4,1,33,12/8/22,12:12:19 PM,20221208_121219963_Printed_T1_F4_R33_C1_Trans__Run.png
9174,200.73,139.59,25.19,1.91,1.1,147.34,,,,,,,,,
9189,Transmission,,,,,,1,A1,1,4,19,33,12/8/22,12:12:22 PM,20221208_121222448_Printed_T1_F4_R33_C19_Trans__Run.png
9189,293.44,132.86,22.15,1.99,1.12,150.27,,,,,,,,,
9198,Transmission,,,,,,1,A1,1,4,37,33,12/8/22,12:12:24 PM,20221208_121224604_Printed_T1_F4_R33_C37_Trans__Run.png
9198,301.44,133.04,22.78,1.86,1.1,143.06,,,,,,,,,
9256,Transmission,,,,,,1,A1,1,4,1,39,12/8/22,12:12:29 PM,20221208_121229917_Printed_T1_F4_R39_C1_Trans__Run.png
9256,344.46,130.18,27.72,1.69,1.07,145.26,,,,,,,,,
9278,Transmission,,,,,,1,A1,1,4,19,39,12/8/22,12:12:32 PM,20221208_121232876_Printed_T1_F4_R39_C19_Trans__Run.png
9278,202.89,165.86,28.42,1.7,1.07,143.45,,,,,,,,,
9321,Transmission,,,,,,1,A1,1,4,1,57,12/8/22,12:12:37 PM,20221208_121237271_Printed_T1_F4_R57_C1_Trans__Run.png
9321,237.43,161.61,24.88,1.77,1.08,151.85,,,,,,,,,
9324,Transmission,,,,,,1,A1,1,4,37,57,12/8/22,12:12:38 PM,20221208_121238950_Printed_T1_F4_R57_C37_Trans__Run.png
9324,224.12,160.85,20.78,1.64,1.06,141.74,,,,,,,,,
9443,Transmission,,,,,,1,A1,1,5,19,9,12/8/22,12:12:48 PM,20221208_121248173_Printed_T1_F5_R9_C19_Trans__Run.png
9443,318.37,157.18,22.39,1.72,1.07,140.08,,,,,,,,,
9503,Transmission,,,,,,1,A1,1,5,37,9,12/8/22,12:12:53 PM,20221208_121253039_Printed_T1_F5_R9_C37_Trans__Run.png
9503,310.12,138.79,25.88,1.78,1.08,148.16,,,,,,,,,
9544,Transmission,,,,,,1,A1,1,5,55,9,12/8/22,12:12:56 PM,20221208_121256694_Printed_T1_F5_R9_C55_Trans__Run.png
9544,315.64,160.91,26.78,1.73,1.07,154.84,,,,,,,,,
9614,Transmission,,,,,,1,A1,1,5,19,15,12/8/22,12:13:02 PM,20221208_121302329_Printed_T1_F5_R15_C19_Trans__Run.png
9614,252.52,151.2,26.56,1.95,1.11,155.84,,,,,,,,,
9667,Transmission,,,,,,1,A1,1,5,37,15,12/8/22,12:13:06 PM,20221208_121306730_Printed_T1_F5_R15_C37_Trans__Run.png
9667,242.28,163.41,20.67,1.82,1.09,153.02,,,,,,,,,
9708,Transmission,,,,,,1,A1,1,5,55,15,12/8/22,12:13:10 PM,20221208_121310401_Printed_T1_F5_R15_C55_Trans__Run.png
9708,314.35,164.79,23.53,1.84,1.09,155.33,,,,,,,,,
9867,Transmission,,,,,,1,A1,1,5,19,33,12/8/22,12:13:21 PM,20221208_121321534_Printed_T1_F5_R33_C19_Trans__Run.png
9867,201.99,162.87,26.06,1.63,1.06,147.2,,,,,,,,,
9956,Transmission,,,,,,1,A1,1,5,37,33,12/8/22,12:13:28 PM,20221208_121328287_Printed_T1_F5_R33_C37_Trans__Run.png
9956,241.4,164.61,23.81,1.75,1.08,152.01,,,,,,,,,
9986,Transmission,,,,,,1,A1,1,5,55,33,12/8/22,12:13:31 PM,20221208_121331244_Printed_T1_F5_R33_C55_Trans__Run.png
9986,315.77,137.03,23.77,1.89,1.1,144.28,,,,,,,,,
10030,Transmission,,,,,,1,A1,1,5,19,39,12/8/22,12:13:35 PM,20221208_121335138_Printed_T1_F5_R39_C19_Trans__Run.png
10030,297.13,161.2,24.45,1.45,1.03,123.94,,,,,,,,,
10041,Transmission,,,,,,1,A1,1,5,37,39,12/8/22,12:13:36 PM,20221208_121336908_Printed_T1_F5_R39_C37_Trans__Run.png
10041,195.96,146.17,23.28,1.53,1.05,139.41,,,,,,,,,
10060,Transmission,,,,,,1,A1,1,5,55,39,12/8/22,12:13:39 PM,20221208_121339170_Printed_T1_F5_R39_C55_Trans__Run.png
10060,271.34,164.08,22.67,1.67,1.07,138.13,,,,,,,,,
10098,Transmission,,,,,,1,A1,1,5,19,57,12/8/22,12:13:42 PM,20221208_121342768_Printed_T1_F5_R57_C19_Trans__Run.png
10098,216.06,166.47,23.27,1.97,1.11,150.79,,,,,,,,,
10134,Transmission,,,,,,1,A1,1,5,37,57,12/8/22,12:13:46 PM,20221208_121346182_Printed_T1_F5_R57_C37_Trans__Run.png
10134,340.27,169.46,29.98,1.72,1.07,155.52,,,,,,,,,
10162,Transmission,,,,,,1,A1,1,5,55,57,12/8/22,12:13:49 PM,20221208_121349100_Printed_T1_F5_R57_C55_Trans__Run.png
10162,346.68,160.62,19.82,1.74,1.08,139.87,,,,,,,,,
10196,Transmission,,,,,,1,A1,1,9,19,9,12/8/22,12:13:52 PM,20221208_121352400_Printed_T1_F9_R9_C19_Trans__Run.png
10196,188.36,141.18,22.57,1.7,1.07,151.65,,,,,,,,,
10203,Transmission,,,,,,1,A1,1,9,37,9,12/8/22,12:13:54 PM,20221208_121354148_Printed_T1_F9_R9_C37_Trans__Run.png
10203,343.68,173.68,23.34,1.92,1.1,149.29,,,,,,,,,
10222,Transmission,,,,,,1,A1,1,9,55,9,12/8/22,12:13:56 PM,20221208_121356650_Printed_T1_F9_R9_C55_Trans__Run.png
10222,278.63,146.93,23.27,1.73,1.07,145.39,,,,,,,,,
10240,Transmission,,,,,,1,A1,1,9,19,15,12/8/22,12:13:59 PM,20221208_121359107_Printed_T1_F9_R15_C19_Trans__Run.png
10240,289.53,157.09,29.6,1.73,1.07,155.12,,,,,,,,,
10309,Transmission,,,,,,1,A1,1,9,37,15,12/8/22,12:14:04 PM,20221208_121404850_Printed_T1_F9_R15_C37_Trans__Run.png
10309,284,173.87,26.17,1.61,1.06,140.6,,,,,,,,,
10313,Transmission,,,,,,1,A1,1,9,55,15,12/8/22,12:14:06 PM,20221208_121406386_Printed_T1_F9_R15_C55_Trans__Run.png
10313,242.6,150.65,23.42,1.65,1.06,144.7,,,,,,,,,
10377,Transmission,,,,,,1,A1,1,9,19,33,12/8/22,12:14:11 PM,20221208_121411770_Printed_T1_F9_R33_C19_Trans__Run.png
10377,300.9,152.57,25.2,1.59,1.05,145.07,,,,,,,,,
10385,Transmission,,,,,,1,A1,1,9,37,33,12/8/22,12:14:13 PM,20221208_121413647_Printed_T1_F9_R33_C37_Trans__Run.png
10385,341.53,140.79,28.49,1.66,1.06,151.29,,,,,,,,,
10416,Transmission,,,,,,1,A1,1,9,55,33,12/8/22,12:14:17 PM,20221208_121417022_Printed_T1_F9_R33_C55_Trans__Run.png
10416,286.37,163.92,27.56,1.72,1.07,150.48,,,,,,,,,
10473,Transmission,,,,,,1,A1,1,9,19,39,12/8/22,12:14:22 PM,20221208_121422112_Printed_T1_F9_R39_C19_Trans__Run.png
